URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/specimen-container-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.470",SpecimenContainerType,Specimen Container Type,"Checks on the patient prior specimen collection. All SNOMED CT concepts descendants of 706041008 |Device for body fluid and tissue collection/transfer/processing (physical object)|","StructureDefinition/zw-specimen","SCT"
http://hl7.org/fhir/ValueSet/specimen-processing-procedure,4.0.1,draft,"2.16.840.1.113883.4.642.3.469",SpecimenProcessingProcedure,Specimen processing procedure,"The technique that is used to perform the process or preserve the specimen.","StructureDefinition/zw-specimen","THO (V2)"
http://hl7.org/fhir/ValueSet/specimen-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.471",SpecimenStatus,SpecimenStatus,"Codes providing the status/availability of a specimen.","StructureDefinition/zw-specimen","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/task-code,4.0.1,active,"2.16.840.1.113883.4.642.3.1396",TaskCode,Task Codes,"Codes indicating the type of action that is expected to be performed","StructureDefinition/zw-lab-task","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/task-intent,4.0.1,draft,"2.16.840.1.113883.4.642.3.1240",TaskIntent,TaskIntent,"Distinguishes whether the task is a proposal, plan or full order.","StructureDefinition/zw-lab-task","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/task-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.790",TaskStatus,TaskStatus,"The current status of the task.","StructureDefinition/zw-lab-task","hl7.fhir.r4.core"
http://mohcc.gov.zw/fhir/core/ValueSet/ZimDistrict,0.1.0,draft,,ZimDistrictVS,Zimbabwe District Value Set,"Districts (and metropolitan sub-units) of Zimbabwe, coded by their 4-character district code (province + district).","StructureDefinition/zw-lab-patient","zw.fhir.ig.core"
http://mohcc.gov.zw/fhir/core/ValueSet/ZimGender,0.1.0,draft,,ZimGenderVS,Gender Value Set,"Administrative Gender","StructureDefinition/zw-lab-patient","hl7.fhir.r4.core"
http://mohcc.gov.zw/fhir/core/ValueSet/ZimLanguage,0.1.0,draft,,ZimLanguageVS,Zimbabwe Language Value Set,"Official languages of Zimbabwe (per the 2013 Constitution, Section 6), expressed as BCP-47 codes.","StructureDefinition/zw-lab-patient","Other"
http://mohcc.gov.zw/fhir/core/ValueSet/ZimMaritalStatus,0.1.0,draft,,ZimMaritalStatusVS,MaritalStatus Value Set,"Administrative Marital Status","StructureDefinition/zw-lab-patient","THO (V3)"
http://mohcc.gov.zw/fhir/core/ValueSet/ZimProvince,0.1.0,draft,,ZimProvinceVS,Zimbabwe Province Value Set,"The ten provinces of Zimbabwe.","StructureDefinition/zw-lab-patient","zw.fhir.ig.core"
